project,pr_id,First_Status,Reputation,Changed_file,Evaluation_time,Nb_Comments,Nb_Commits,LC_added,LC_deleted,classes
zendframework,2431,0,0.35,0,0.26,0,0,0,0,0
zendframework,6097,1,0.5,0,0.22,0,0,0,0,0
zendframework,4605,0,0.29,0,3.94,0,0,0,0,0
zendframework,3981,0,0.29,0,5.26,0,0,0,0,0
zendframework,3933,0,0.33,0,0.79,0,0,0,0,1
zendframework,3160,0,0.44,2,0,1,1,520,0,0
zendframework,2044,1,0.55,2,0.13,0,2,35,7,0
zendframework,1119,1,0.5,1,6.47,0,1,5,4,0
zendframework,3504,0,0.26,0,0.08,3,0,0,0,0
zendframework,6032,0,0.39,1,9.98,0,1,1,1,0
zendframework,536,0,0.56,2,0.04,1,2,2,2,0
zendframework,6129,0,0.39,9,0.5,0,1,35,35,0
zendframework,5093,0,0.29,2,43.34,0,4,72,0,0
zendframework,1385,1,0.68,1,0.03,0,1,63,49,0
zendframework,1935,0,0.55,33,3.35,0,32,738,735,0
zendframework,2959,1,0.83,13,0.02,0,15,143,18,0
zendframework,5968,0,0.2,3,0.91,0,0,46,91,1
zendframework,5453,0,0.41,1,3.01,0,1,23,0,0
zendframework,51,0,0.68,705,6.04,0,149,7464,4386,0
zendframework,146,0,0,1,7.27,2,1,1,1,0
zendframework,457,0,0.04,1,1.33,1,1,20,20,0
zendframework,163,0,0,0,10,2,0,0,0,1
zendframework,2244,0,0.25,0,2.31,6,0,0,0,0
zendframework,1358,0,0.68,1,0.48,0,0,1,1,1
zendframework,1669,1,0.44,0,1.08,0,0,0,0,0
zendframework,3025,0,0,2,0.17,0,2,10,2,0
zendframework,2927,0,0.13,14,5.07,0,0,0,0,1
zendframework,2137,0,0.55,3,0.22,0,0,15,5,1
zendframework,2973,0,0.18,3,0.08,0,0,87,2,1
zendframework,4394,0,0.44,0,0.03,0,0,0,0,0
zendframework,2359,0,0.07,0,0.33,0,0,0,0,0
zendframework,1802,1,0.68,5,2.16,0,1,146,22,0
zendframework,5451,0,0.07,0,0.2,1,0,0,0,1
zendframework,2329,0,0,1,0.17,2,0,2,2,1
zendframework,455,0,0.04,6,3.25,2,0,42,13,1
zendframework,2882,0,0.75,0,0.86,0,0,0,0,1
zendframework,394,0,0.46,0,5.18,1,0,0,0,0
zendframework,1053,0,0.75,0,0.69,2,0,0,0,0
zendframework,1921,1,0.68,2,1.94,0,1,5,0,0
zendframework,679,1,0.6,1,1.01,0,1,2,2,0
zendframework,644,1,0.56,2,4.05,0,1,2,2,0
zendframework,2322,0,0.37,2,4.43,0,0,22,5,1
zendframework,3580,1,0.17,6,22.19,0,3,66,10,0
zendframework,6464,0,0,1,127.19,3,2,0,1,0
zendframework,2766,0,0.23,4,1.31,0,2,26,5,0
zendframework,5674,1,0.75,0,0.01,0,0,0,0,0
zendframework,2917,0,0.34,0,0.34,2,0,0,0,0
zendframework,1843,0,0.7,2,0.04,0,0,5,5,1
zendframework,511,0,0.2,0,13.83,1,0,0,0,0
zendframework,2276,0,0.33,2,14.61,0,0,30,0,1
zendframework,1794,0,0.42,9,0.82,0,0,290,34,1
zendframework,1026,1,0.5,193,0.07,0,1,290,290,0
zendframework,5282,0,0.75,0,3.53,0,0,0,0,0
zendframework,1554,1,0.63,29,2.99,0,4,638,533,0
zendframework,947,0,0.63,0,2.12,0,0,0,0,0
zendframework,5343,0,0.4,1,0.09,0,1,0,6,0
zendframework,3592,0,0.33,0,4.22,0,0,0,0,0
zendframework,7281,0,0.33,0,5.83,0,0,0,0,1
zendframework,2396,0,0.44,0,7.95,4,0,0,0,0
zendframework,2080,0,0.59,0,3.85,0,0,0,0,1
zendframework,5355,1,0.38,2,2.23,0,1,29,2,0
zendframework,1995,1,0.53,2,0.12,0,1,12,1,0
zendframework,239,0,0.04,7,3.26,1,2,92,12,0
zendframework,4095,0,0.56,2,6,0,0,32,1,1
zendframework,1875,0,0.75,0,0.03,0,0,0,0,1
zendframework,6687,0,0.33,0,0,0,0,0,0,0
zendframework,841,1,0.56,4,0.08,0,1,37,4,0
zendframework,1134,1,0.73,0,5.01,0,0,0,0,0
zendframework,6090,0,0.33,0,0,0,0,0,0,1
zendframework,7527,0,0,4,162.93,0,1,62,5,0
zendframework,1397,1,0.75,0,15.84,0,0,0,0,0
zendframework,1502,0,0.7,2,7.88,15,4,99,7,0
zendframework,5535,0,0.33,4,0.91,0,0,92,27,1
zendframework,1307,1,0.83,3,0.72,0,4,109,7,0
zendframework,1989,1,0.83,36,0.06,0,2,353,101,0
zendframework,39,0,0,0,21.59,0,0,0,0,0
zendframework,463,0,0.37,16,0.03,1,22,1636,15,0
zendframework,1559,1,0.7,1,0.01,0,1,8,8,0
zendframework,93,0,0.04,8,65.38,0,3,59,172,0
zendframework,4580,0,0,0,0.55,0,0,0,0,0
zendframework,1029,0,0.75,0,0.03,0,0,0,0,0
zendframework,111,0,0.04,5184,48.12,0,15,365782,247407,0
zendframework,4558,1,0.44,0,11.82,0,0,0,0,0
zendframework,2402,0,0,1,3.72,0,1,4,2,0
zendframework,4122,0,0.7,1,0.85,0,0,7,24,1
zendframework,7131,0,0.21,848,52.93,8,2034,24103,7582,0
zendframework,196,0,0,0,6.82,2,0,0,0,1
zendframework,1187,1,0.49,8,0.74,0,1,709,1092,0
zendframework,3091,0,0,1,12.95,0,1,7,0,0
zendframework,5427,0,0.42,4,47.21,19,7,84,5,0
zendframework,2809,0,0,0,77.08,2,0,0,0,0
zendframework,1011,0,0,0,0.83,0,0,0,0,0
zendframework,6398,0,0,0,150.52,0,0,0,0,0
zendframework,1602,1,0.68,51,2.63,0,1,223,190,0
zendframework,7194,1,0.64,0,17.22,0,0,0,0,0
zendframework,3479,0,0.25,2,0.49,0,4,54,2,0
zendframework,5848,0,0,2,0.3,0,0,18,7,1
zendframework,1357,0,0.68,2,0.48,0,0,8,8,1
zendframework,1838,0,0.54,0,0.3,0,0,0,0,0
zendframework,2150,0,0.53,2,2.98,0,0,21,12,1
zendframework,2324,1,0.4,0,3.21,0,0,0,0,0
zendframework,1165,0,0,0,0.77,1,0,0,0,0
zendframework,942,1,0.73,0,0.03,0,0,0,0,0
zendframework,5638,0,0.55,0,0.08,0,0,0,0,1
zendframework,2420,0,0.73,0,0.03,0,0,0,0,0
zendframework,7374,0,0.2,0,0.27,0,0,0,0,0
zendframework,6931,0,0,1,90.23,3,2,2,0,0
zendframework,739,1,0.55,14,0.15,0,1,758,278,0
zendframework,4133,0,0.44,0,7.04,0,0,0,0,0
zendframework,1875,0,0.75,0,0.03,0,0,0,0,1
zendframework,5761,1,0.39,2,16.93,0,2,2,2,0
zendframework,1883,0,0.7,4,0.57,0,0,90,56,1
zendframework,5739,0,0,2,40.43,0,4,23,1,0
zendframework,2439,0,0.73,89,39.61,0,16,3843,5701,0
zendframework,4410,0,0.83,3,3.14,0,2,6,6,0
zendframework,1714,1,0.55,0,0.01,0,0,0,0,0
zendframework,7254,1,0.83,4,1.83,0,4,133,3,0
zendframework,2373,1,0.83,2,1.11,0,2,148,104,0
zendframework,7285,0,0.2,1,8.7,1,1,1,1,0
zendframework,5078,0,0,2,1.69,0,9,60,36,0
zendframework,6006,0,0.25,1,0.02,3,2,2,0,0
zendframework,3879,0,0.55,9,16.59,7,0,750,12,1
zendframework,2239,1,0.1,1,4.09,0,1,4,6,0
zendframework,5067,0,0.42,40,1028.91,0,18,1776,2336,0
zendframework,6178,0,0.44,2,5.87,0,0,27,1,1
zendframework,548,0,0.41,1,1.22,1,1,1,1,0
zendframework,3984,0,0,1,0.17,0,0,1,1,1
zendframework,4470,0,0.41,2,9.99,0,1,35,9,0
zendframework,2353,0,0.71,5,1.06,0,0,0,0,1
zendframework,3246,1,0.73,15,0.82,0,3,310,72,0
zendframework,2769,0,0.39,1,1.2,0,1,4,4,0
zendframework,1928,1,0.75,0,0.78,0,0,0,0,0
zendframework,1270,1,0.68,4,1.89,0,1,78,6,0
zendframework,2275,1,0.32,0,10.84,0,0,0,0,0
zendframework,141,0,0.53,0,1.14,0,0,0,0,0
zendframework,2214,0,0.18,8,0.07,0,0,201,3,1
zendframework,1156,1,0.68,59,1.72,0,4,206,212,0
zendframework,4825,1,0.39,1,0.77,0,1,1,1,0
zendframework,5848,0,0,2,0.3,0,0,18,7,1
zendframework,4513,0,0,1,1.68,4,2,8,6,0
zendframework,5700,0,0.07,0,0,1,0,0,0,0
zendframework,3833,0,0,0,0.9,0,0,0,0,0
zendframework,1378,0,0.44,0,3.91,2,0,0,0,0
zendframework,3445,0,0,1,9.45,0,1,1,1,0
zendframework,3499,0,0.68,3,1.07,0,1,6,6,0
zendframework,3043,1,0.39,1,8.42,0,1,5,5,0
zendframework,1843,0,0.7,2,0.04,0,0,5,5,1
zendframework,2717,0,0.39,2,0.87,0,2,13,35,0
zendframework,2826,0,0.39,2,0.69,0,0,16,0,1
zendframework,173,0,0,0,2.27,0,0,0,0,0
zendframework,7489,1,0.43,9,1.98,0,4,23,5,0
